pcd7,pcd8,pcds,dointr,doterm,usrtypind,east1m,north1m,gridind,oa21cd,cty25cd,ced25cd,lad25cd,wd25cd,nhser24cd,ctry25cd,rgn25cd,pcon24cd,ttwa15cd,itl25cd,npark16cd,lsoa21cd,msoa21cd,wz11cd,sicbl24cd,bua24cd,ruc21ind,oac11ind,lat,long,lep21cd1,lep21cd2,pfa23cd,imd20ind,icb23cd
"AL2 1ZL","AL2  1ZL","AL2 1ZL","200012","200806","1","517328","0206823","1","E00120196","E10000015","E58000664","E07000240","E05013949","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023667","E02004936","E33027453","E38000079","E63011552","UN1","5A2",51.747834,-0.301841,"E37000048","","E23000027",30628,"E54000025"
"AL2 1ZN","AL2  1ZN","AL2 1ZN","200012","200108","1","517328","0206823","1","E00120196","E10000015","E58000664","E07000240","E05013949","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023667","E02004936","E33027453","E38000079","E63011552","UN1","5A2",51.747834,-0.301841,"E37000048","","E23000027",30628,"E54000025"
"AL2 1ZP","AL2  1ZP","AL2 1ZP","200012","200310","1","517328","0206823","1","E00120196","E10000015","E58000664","E07000240","E05013949","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023667","E02004936","E33027453","E38000079","E63011552","UN1","5A2",51.747834,-0.301841,"E37000048","","E23000027",30628,"E54000025"
"AL2 1ZQ","AL2  1ZQ","AL2 1ZQ","200012","200408","1","517328","0206823","1","E00120196","E10000015","E58000664","E07000240","E05013949","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023667","E02004936","E33027453","E38000079","E63011552","UN1","5A2",51.747834,-0.301841,"E37000048","","E23000027",30628,"E54000025"
"AL2 1ZR","AL2  1ZR","AL2 1ZR","200012","200308","1","517328","0206823","1","E00120196","E10000015","E58000664","E07000240","E05013949","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023667","E02004936","E33027453","E38000079","E63011552","UN1","5A2",51.747834,-0.301841,"E37000048","","E23000027",30628,"E54000025"
"AL2 1ZS","AL2  1ZS","AL2 1ZS","200006","200204","1","517328","0206823","1","E00120196","E10000015","E58000664","E07000240","E05013949","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023667","E02004936","E33027453","E38000079","E63011552","UN1","5A2",51.747834,-0.301841,"E37000048","","E23000027",30628,"E54000025"
"AL2 1ZT","AL2  1ZT","AL2 1ZT","200006","200107","1","517760","0204095","6","E00120393","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023706","E02004941","E33027475","E38000079","E63011616","RLN1","4A3",51.723226,-0.296509,"E37000048","","E23000027",27603,"E54000025"
"AL2 1ZU","AL2  1ZU","AL2 1ZU","199912","200603","1","517328","0206823","1","E00120196","E10000015","E58000664","E07000240","E05013949","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023667","E02004936","E33027453","E38000079","E63011552","UN1","5A2",51.747834,-0.301841,"E37000048","","E23000027",30628,"E54000025"
"AL2 1ZW","AL2  1ZW","AL2 1ZW","199906","200109","1","517328","0206823","1","E00120196","E10000015","E58000664","E07000240","E05013949","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023667","E02004936","E33027453","E38000079","E63011552","UN1","5A2",51.747834,-0.301841,"E37000048","","E23000027",30628,"E54000025"
"AL2 1ZX","AL2  1ZX","AL2 1ZX","201011","201410","1","517328","0206823","1","E00120196","E10000015","E58000664","E07000240","E05013949","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023667","E02004936","E33027453","E38000079","E63011552","UN1","5A2",51.747834,-0.301841,"E37000048","","E23000027",30628,"E54000025"
"AL2 1ZY","AL2  1ZY","AL2 1ZY","199812","200006","1","517760","0204095","6","E00120393","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023706","E02004941","E33027475","E38000079","E63011616","RLN1","4A3",51.723226,-0.296509,"E37000048","","E23000027",27603,"E54000025"
"AL2 1ZZ","AL2  1ZZ","AL2 1ZZ","199712","200104","1","517760","0204095","6","E00120393","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023706","E02004941","E33027475","E38000079","E63011616","RLN1","4A3",51.723226,-0.296509,"E37000048","","E23000027",27603,"E54000025"
"AL2 2AA","AL2  2AA","AL2 2AA","198001","201908","0","513580","0203984","1","E00120511","E10000015","E58000668","E07000240","E05013965","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023731","E02004943","E33027484","E38000079","E63011632","UN1","5B1",51.723090,-0.357033,"E37000048","","E23000027",27377,"E54000025"
"AL2 2AB","AL2  2AB","AL2 2AB","198001","","0","513215","0203770","1","E00120511","E10000015","E58000668","E07000240","E05013965","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023731","E02004943","E33027484","E38000079","E63011632","UN1","5B1",51.721240,-0.362385,"E37000048","","E23000027",27377,"E54000025"
"AL2 2AD","AL2  2AD","AL2 2AD","198710","","0","514062","0203795","1","E00120438","E10000015","E58000668","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023719","E02004942","E33027480","E38000079","E63011632","UN1","5A3",51.721293,-0.350120,"E37000048","","E23000027",20555,"E54000025"
"AL2 2AE","AL2  2AE","AL2 2AE","200207","","0","513810","0202865","1","E00120445","E10000015","E58000668","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023721","E02004942","E33027479","E38000079","E63011632","UN1","6A1",51.712986,-0.354070,"E37000048","","E23000027",29941,"E54000025"
"AL2 2AF","AL2  2AF","AL2 2AF","199101","","0","514281","0203197","1","E00120448","E10000015","E58000668","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023721","E02004942","E33027479","E38000079","E63011632","UN1","6B2",51.715874,-0.347148,"E37000048","","E23000027",29941,"E54000025"
"AL2 2AG","AL2  2AG","AL2 2AG","198001","","0","513714","0202457","1","E00120451","E10000015","E58000668","E07000240","E05013965","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023717","E02004943","E33024322","E38000079","E63011666","UN1","6B2",51.709339,-0.355593,"E37000048","","E23000027",28601,"E54000025"
"AL2 2AH","AL2  2AH","AL2 2AH","198001","","0","513782","0203034","1","E00120445","E10000015","E58000668","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023721","E02004942","E33027479","E38000079","E63011632","UN1","6A1",51.714511,-0.354420,"E37000048","","E23000027",29941,"E54000025"
"AL2 2AJ","AL2  2AJ","AL2 2AJ","198001","","0","513776","0203095","1","E00120447","E10000015","E58000668","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023721","E02004942","E33027479","E38000079","E63011632","UN1","6B1",51.715060,-0.354487,"E37000048","","E23000027",29941,"E54000025"
"AL2 2AL","AL2  2AL","AL2 2AL","198001","","0","513931","0203016","1","E00120445","E10000015","E58000668","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023721","E02004942","E33027479","E38000079","E63011632","UN1","6A1",51.714319,-0.352271,"E37000048","","E23000027",29941,"E54000025"
"AL2 2AN","AL2  2AN","AL2 2AN","198001","","0","513902","0203069","1","E00120445","E10000015","E58000668","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023721","E02004942","E33027479","E38000079","E63011632","UN1","6A1",51.714801,-0.352673,"E37000048","","E23000027",29941,"E54000025"
"AL2 2AP","AL2  2AP","AL2 2AP","198001","","0","513833","0203150","1","E00120447","E10000015","E58000668","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023721","E02004942","E33027479","E38000079","E63011632","UN1","6B1",51.715543,-0.353645,"E37000048","","E23000027",29941,"E54000025"
"AL2 2AQ","AL2  2AQ","AL2 2AQ","198001","","0","513860","0202909","1","E00120445","E10000015","E58000668","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023721","E02004942","E33027479","E38000079","E63011632","UN1","6A1",51.713371,-0.353333,"E37000048","","E23000027",29941,"E54000025"
"AL2 2AR","AL2  2AR","AL2 2AR","198001","","0","513929","0203179","1","E00120447","E10000015","E58000668","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023721","E02004942","E33027479","E38000079","E63011632","UN1","6B1",51.715784,-0.352246,"E37000048","","E23000027",29941,"E54000025"
"AL2 2AS","AL2  2AS","AL2 2AS","198001","","0","513938","0203144","1","E00120445","E10000015","E58000668","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023721","E02004942","E33027479","E38000079","E63011632","UN1","6A1",51.715468,-0.352127,"E37000048","","E23000027",29941,"E54000025"
"AL2 2AT","AL2  2AT","AL2 2AT","198001","","0","513991","0203072","1","E00120445","E10000015","E58000668","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023721","E02004942","E33027479","E38000079","E63011632","UN1","6A1",51.714810,-0.351384,"E37000048","","E23000027",29941,"E54000025"
"AL2 2AU","AL2  2AU","AL2 2AU","198001","","0","514159","0203187","1","E00120445","E10000015","E58000668","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023721","E02004942","E33027479","E38000079","E63011632","UN1","6A1",51.715809,-0.348916,"E37000048","","E23000027",29941,"E54000025"
"AL2 2AW","AL2  2AW","AL2 2AW","198001","","0","513868","0203102","1","E00120447","E10000015","E58000668","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023721","E02004942","E33027479","E38000079","E63011632","UN1","6B1",51.715104,-0.353154,"E37000048","","E23000027",29941,"E54000025"
"AL2 2AX","AL2  2AX","AL2 2AX","198001","","0","514277","0203273","1","E00120445","E10000015","E58000668","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023721","E02004942","E33027479","E38000079","E63011632","UN1","6A1",51.716558,-0.347180,"E37000048","","E23000027",29941,"E54000025"
"AL2 2AY","AL2  2AY","AL2 2AY","198001","","0","514247","0203151","1","E00120448","E10000015","E58000668","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023721","E02004942","E33027479","E38000079","E63011632","UN1","6B2",51.715468,-0.347655,"E37000048","","E23000027",29941,"E54000025"
"AL2 2AZ","AL2  2AZ","AL2 2AZ","198001","","0","514189","0203134","1","E00120448","E10000015","E58000668","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023721","E02004942","E33027479","E38000079","E63011632","UN1","6B2",51.715327,-0.348499,"E37000048","","E23000027",29941,"E54000025"
"AL2 2BA","AL2  2BA","AL2 2BA","198001","","0","513988","0202988","1","E00120445","E10000015","E58000668","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023721","E02004942","E33027479","E38000079","E63011632","UN1","6A1",51.714055,-0.351455,"E37000048","","E23000027",29941,"E54000025"
"AL2 2BB","AL2  2BB","AL2 2BB","198001","","0","513920","0202848","1","E00120445","E10000015","E58000668","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023721","E02004942","E33027479","E38000079","E63011632","UN1","6A1",51.712811,-0.352485,"E37000048","","E23000027",29941,"E54000025"
"AL2 2BD","AL2  2BD","AL2 2BD","198001","","0","513977","0202857","1","E00120448","E10000015","E58000668","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023721","E02004942","E33027479","E38000079","E63011632","UN1","6B2",51.712880,-0.351657,"E37000048","","E23000027",29941,"E54000025"
"AL2 2BE","AL2  2BE","AL2 2BE","198001","","0","514052","0202987","1","E00120448","E10000015","E58000668","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023721","E02004942","E33027479","E38000079","E63011632","UN1","6B2",51.714034,-0.350529,"E37000048","","E23000027",29941,"E54000025"
"AL2 2BF","AL2  2BF","AL2 2BF","199405","201208","1","517328","0206823","1","E00120196","E10000015","E58000664","E07000240","E05013949","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023667","E02004936","E33027453","E38000079","E63011552","UN1","5A2",51.747834,-0.301841,"E37000048","","E23000027",30628,"E54000025"
"AL2 2BG","AL2  2BG","AL2 2BG","198001","","0","514035","0202857","1","E00120448","E10000015","E58000668","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023721","E02004942","E33027479","E38000079","E63011632","UN1","6B2",51.712869,-0.350818,"E37000048","","E23000027",29941,"E54000025"
"AL2 2BH","AL2  2BH","AL2 2BH","198001","","0","514132","0203073","1","E00120448","E10000015","E58000668","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023721","E02004942","E33027479","E38000079","E63011632","UN1","6B2",51.714790,-0.349344,"E37000048","","E23000027",29941,"E54000025"
"AL2 2BJ","AL2  2BJ","AL2 2BJ","198001","","0","514192","0203070","1","E00120448","E10000015","E58000668","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023721","E02004942","E33027479","E38000079","E63011632","UN1","6B2",51.714751,-0.348477,"E37000048","","E23000027",29941,"E54000025"
"AL2 2BL","AL2  2BL","AL2 2BL","199007","","0","513970","0203120","1","E00120445","E10000015","E58000668","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023721","E02004942","E33027479","E38000079","E63011632","UN1","6A1",51.715245,-0.351672,"E37000048","","E23000027",29941,"E54000025"
"AL2 2BN","AL2  2BN","AL2 2BN","199912","","0","514316","0203247","1","E00120448","E10000015","E58000668","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023721","E02004942","E33027479","E38000079","E63011632","UN1","6B2",51.716317,-0.346625,"E37000048","","E23000027",29941,"E54000025"
"AL2 2BP","AL2  2BP","AL2 2BP","199612","200806","1","517328","0206823","1","E00120196","E10000015","E58000664","E07000240","E05013949","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023667","E02004936","E33027453","E38000079","E63011552","UN1","5A2",51.747834,-0.301841,"E37000048","","E23000027",30628,"E54000025"
"AL2 2BQ","AL2  2BQ","AL2 2BQ","198001","","0","514126","0202976","1","E00120448","E10000015","E58000668","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023721","E02004942","E33027479","E38000079","E63011632","UN1","6B2",51.713920,-0.349462,"E37000048","","E23000027",29941,"E54000025"
"AL2 2BS","AL2  2BS","AL2 2BS","199512","199706","1","513983","0202985","8","E00120445","E10000015","E58000668","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023721","E02004942","E33027479","E38000079","E63011632","UN1","6A1",51.714030,-0.351528,"E37000048","","E23000027",29941,"E54000025"
"AL2 2BT","AL2  2BT","AL2 2BT","199706","199812","1","514403","0203686","6","E00120435","E10000015","E58000668","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023718","E02004942","E33027480","E38000079","E63999999","UN1","5A2",51.720244,-0.345222,"E37000048","","E23000027",27498,"E54000025"
